node_id,node_type,label,decision,facets,source
paper:doi:10.1016/j.jcp.2020.109951,paper,NSFnets (Navier-Stokes flow nets): Physics-informed neural networks for the incompressible Navier-Stokes equations,exclude,adjacent_method,https://doi.org/10.1016/j.jcp.2020.109951
author:xiaowei_jin,author,Xiaowei Jin,,,
author:shengze_cai,author,Shengze Cai,,,
author:hui_li,author,Hui Li,,,
paper:doi:10.1523/jneurosci.5297-05.2006,paper,Neocortical Network Activity<i>In Vivo</i>Is Generated through a Dynamic Balance of Excitation and Inhibition,exclude,mechanism,https://doi.org/10.1523/jneurosci.5297-05.2006
author:bilal_haider,author,Bilal Haider,,,
author:alvaro_duque,author,Alvaro Duque,,,
author:andrea_r_hasenstaub,author,Andrea R. Hasenstaub,,,
author:david_a_mccormick,author,David A. McCormick,,,
paper:doi:10.1214/06-ba127,paper,Nested sampling for general Bayesian computation,exclude,failure,https://doi.org/10.1214/06-ba127
author:john_skilling,author,John Skilling,,,
paper:doi:10.1002/cyto.a.22271,paper,Normalization of mass cytometry data with bead standards,exclude,adjacent_method,https://doi.org/10.1002/cyto.a.22271
author:rachel_finck,author,Rachel Finck,,,
author:erin_f_simonds,author,Erin F. Simonds,,,
author:astraea_jager,author,Astraea Jager,,,
author:smita_krishnaswamy,author,Smita Krishnaswamy,,,
author:karen_sachs,author,Karen Sachs,,,
author:wendy_j_fantl,author,Wendy J. Fantl,,,
author:dana_pe_er,author,Dana Pe’er,,,
author:garry_p_nolan,author,Garry P. Nolan,,,
author:sean_c_bendall,author,Sean C. Bendall,,,
paper:title:note on rejection sampling and exact sampling with the metropolised independence sampler,paper,Note on rejection sampling and exact sampling with the Metropolised independence sampler,exclude,correction,http://hdl.handle.net/1842/4706
author:iain_murray,author,Iain Murray,,,
paper:doi:10.1214/14-aos1278,paper,On the efficiency of pseudo-marginal random walk Metropolis algorithms,exclude,correction,https://doi.org/10.1214/14-aos1278
author:alexandre_h_thi_ry,author,Alexandre H. Thiéry,,,
paper:doi:10.1016/s0002-9440(10)64849-3,paper,Onset of Maternal Arterial Blood Flow and Placental Oxidative Stress,exclude,adjacent_method,https://doi.org/10.1016/s0002-9440(10)64849-3
author:eric_jauniaux,author,Eric Jauniaux,,,
author:adrian_watson,author,Adrian Watson,,,
author:joanne_hempstock,author,Joanne Hempstock,,,
author:yiping_bao,author,Yiping Bao,,,
author:jeremy_n_skepper,author,Jeremy N. Skepper,,,
author:graham_j_burton,author,Graham J. Burton,,,
paper:doi:10.1016/j.dsp.2016.07.013,paper,Orthogonal parallel MCMC methods for sampling and optimization,exclude,correction,https://doi.org/10.1016/j.dsp.2016.07.013
author:luca_martino,author,Luca Martino,,,
author:v_ctor_elvira,author,V́ıctor Elvira,,,
author:david_luengo,author,David Luengo,,,
author:jukka_corander,author,Jukka Corander,,,
author:francisco_louzada,author,Francisco Louzada,,,
paper:doi:10.2307/2061260,paper,"Pathways to Independent Living in Early Adulthood: Marriage, Semiautonomy, and Premarital Residential Independence",exclude,correction,https://doi.org/10.2307/2061260
author:frances_goldscheider,author,Frances Goldscheider,,,
author:julie_davanzo,author,Julie DaVanzo,,,
paper:doi:10.1152/ajpheart.2000.278.6.h2039,paper,Physiological time-series analysis using approximate entropy and sample entropy,exclude,objective,https://doi.org/10.1152/ajpheart.2000.278.6.h2039
author:joshua_richman,author,Joshua Richman,,,
author:j_randall_moorman,author,J. Randall Moorman,,,
paper:doi:10.1523/jneurosci.4227-13.2014,paper,Precuneus Is a Functional Core of the Default-Mode Network,exclude,failure,https://doi.org/10.1523/jneurosci.4227-13.2014
author:amanda_v_utevsky,author,Amanda V. Utevsky,,,
author:david_v_smith,author,David V. Smith,,,
author:scott_a_huettel,author,Scott A. Huettel,,,
paper:doi:10.3389/fpsyg.2015.00309,paper,"Problematic assumptions have slowed down depression research: why symptoms, not syndromes are the way forward",exclude,failure,https://doi.org/10.3389/fpsyg.2015.00309
paper:doi:10.1111/gcbb.12018,paper,Production and characterization of slow pyrolysis biochar: influence of feedstock type and pyrolysis conditions,exclude,failure,https://doi.org/10.1111/gcbb.12018
author:frederik_ronsse,author,Frederik Ronsse,,,
author:sven_van_hecke,author,Sven Van Hecke,,,
author:dane_dickinson,author,Dane Dickinson,,,
author:wolter_prins,author,Wolter Prins,,,
paper:doi:10.1016/j.ohx.2025.e00693,paper,Programmable automated low-cost IoT water sampler,exclude,evaluation,https://doi.org/10.1016/j.ohx.2025.e00693
author:emmanuel_deleon,author,Emmanuel Deleon,,,
author:ansley_j_brown,author,Ansley J. Brown,,,
author:jakob_ladow,author,Jakob Ladow,,,
author:erik_wardle,author,Erik Wardle,,,
author:troy_bauder,author,Troy Bauder,,,
paper:doi:10.1175/1520-0426(1997)014<0512:qcafsp>2.0.co;2,paper,Quality Control and Flux Sampling Problems for Tower and Aircraft Data,exclude,adjacent_method,https://doi.org/10.1175/1520-0426(1997)014<0512:qcafsp>2.0.co;2
author:dean_vickers,author,Dean Vickers,,,
author:l_mahrt,author,L. Mahrt,,,
paper:doi:10.1038/s41586-019-1666-5,paper,Quantum supremacy using a programmable superconducting processor,exclude,objective,https://doi.org/10.1038/s41586-019-1666-5
author:frank_arute,author,Frank Arute,,,
author:kunal_arya,author,Kunal Arya,,,
author:ryan_babbush,author,Ryan Babbush,,,
author:dave_bacon,author,Dave Bacon,,,
author:joseph_c_bardin,author,Joseph C. Bardin,,,
author:rami_barends,author,Rami Barends,,,
author:rupak_biswas,author,Rupak Biswas,,,
author:sergio_boixo,author,Sergio Boixo,,,
author:fernando_g_s_l_brandao,author,Fernando G. S. L. Brandao,,,
author:david_a_buell,author,David A. Buell,,,
author:brian_burkett,author,Brian Burkett,,,
author:yu_chen,author,Yu Chen,,,
author:zijun_chen,author,Zijun Chen,,,
author:ben_chiaro,author,Ben Chiaro,,,
author:roberto_collins,author,Roberto Collins,,,
author:william_courtney,author,William Courtney,,,
author:andrew_dunsworth,author,Andrew Dunsworth,,,
author:edward_farhi,author,Edward Farhi,,,
author:brooks_foxen,author,Brooks Foxen,,,
author:austin_fowler,author,Austin Fowler,,,
author:craig_gidney,author,Craig Gidney,,,
author:marissa_giustina,author,Marissa Giustina,,,
author:rob_graff,author,Rob Graff,,,
author:keith_guerin,author,Keith Guerin,,,
author:steve_habegger,author,Steve Habegger,,,
author:matthew_p_harrigan,author,Matthew P. Harrigan,,,
author:michael_j_hartmann,author,Michael J. Hartmann,,,
author:alan_ho,author,Alan Ho,,,
author:markus_hoffmann,author,Markus Hoffmann,,,
author:trent_huang,author,Trent Huang,,,
author:travis_s_humble,author,Travis S. Humble,,,
author:sergei_v_isakov,author,Sergei V. Isakov,,,
author:evan_jeffrey,author,Evan Jeffrey,,,
author:zhang_jiang,author,Zhang Jiang,,,
author:dvir_kafri,author,Dvir Kafri,,,
author:kostyantyn_kechedzhi,author,Kostyantyn Kechedzhi,,,
author:julian_kelly,author,Julian Kelly,,,
author:paul_v_klimov,author,Paul V. Klimov,,,
author:sergey_knysh,author,Sergey Knysh,,,
author:alexander_korotkov,author,Alexander Korotkov,,,
author:fedor_kostritsa,author,Fedor Kostritsa,,,
author:david_landhuis,author,David Landhuis,,,
author:mike_lindmark,author,Mike Lindmark,,,
author:erik_lucero,author,Erik Lucero,,,
author:dmitry_lyakh,author,Dmitry Lyakh,,,
author:salvatore_mandr,author,Salvatore Mandrà,,,
author:jarrod_r_mcclean,author,Jarrod R. McClean,,,
author:matthew_mcewen,author,Matthew McEwen,,,
author:anthony_megrant,author,Anthony Megrant,,,
author:xiao_mi,author,Xiao Mi,,,
author:kristel_michielsen,author,Kristel Michielsen,,,
author:masoud_mohseni,author,Masoud Mohseni,,,
author:josh_mutus,author,Josh Mutus,,,
author:ofer_naaman,author,Ofer Naaman,,,
author:matthew_neeley,author,Matthew Neeley,,,
author:charles_neill,author,Charles Neill,,,
author:murphy_yuezhen_niu,author,Murphy Yuezhen Niu,,,
author:eric_ostby,author,Eric Ostby,,,
author:andre_petukhov,author,Andre Petukhov,,,
author:john_c_platt,author,John C. Platt,,,
author:chris_quintana,author,Chris Quintana,,,
author:eleanor_g_rieffel,author,Eleanor G. Rieffel,,,
author:pedram_roushan,author,Pedram Roushan,,,
author:nicholas_c_rubin,author,Nicholas C. Rubin,,,
author:daniel_sank,author,Daniel Sank,,,
author:kevin_j_satzinger,author,Kevin J. Satzinger,,,
author:vadim_smelyanskiy,author,Vadim Smelyanskiy,,,
author:kevin_j_sung,author,Kevin J. Sung,,,
author:matthew_d_trevithick,author,Matthew D. Trevithick,,,
author:amit_vainsencher,author,Amit Vainsencher,,,
author:benjamin_villalonga,author,Benjamin Villalonga,,,
author:theodore_white,author,Theodore White,,,
author:z_jamie_yao,author,Z. Jamie Yao,,,
author:ping_yeh,author,Ping Yeh,,,
author:adam_zalcman,author,Adam Zalcman,,,
author:hartmut_neven,author,Hartmut Neven,,,
author:john_m_martinis,author,John M. Martinis,,,
paper:doi:10.32614/r.manuals,paper,R: A Language and Environment for Statistical Computing,exclude,failure,https://doi.org/10.32614/r.manuals
author:r_core_team,author,R Core Team,,,
paper:doi:10.1371/journal.pone.0002213,paper,Replicative Senescence of Mesenchymal Stem Cells: A Continuous and Organized Process,exclude,adjacent_method,https://doi.org/10.1371/journal.pone.0002213
author:wolfgang_wagner,author,Wolfgang Wagner,,,
author:patrick_horn,author,Patrick Horn,,,
author:m_castoldi,author,M. Castoldi,,,
author:anke_diehlmann,author,Anke Diehlmann,,,
author:simone_bork,author,Simone Bork,,,
author:rainer_saffrich,author,Rainer Saffrich,,,
author:vladim_r_bene,author,Vladimı́r Beneš,,,
author:jonathon_blake,author,Jonathon Blake,,,
author:stefan_m_pfister,author,Stefan M. Pfister,,,
author:volker_eckstein,author,Volker Eckstein,,,
author:anthony_d_ho,author,Anthony D. Ho,,,
paper:doi:10.1149/1945-7111/ac6d13,paper,Review—“Knees” in Lithium-Ion Battery Aging Trajectories,exclude,mechanism,https://doi.org/10.1149/1945-7111/ac6d13
author:peter_m_attia,author,Peter M. Attia,,,
author:alexander_bills,author,Alexander Bills,,,
author:ferran_brosa_planella,author,Ferran Brosa Planella,,,
author:philipp_dechent,author,Philipp Dechent,,,
author:gon_alo_dos_reis,author,Gonçalo dos Reis,,,
author:matthieu_dubarry,author,Matthieu Dubarry,,,
author:paul_gasper,author,Paul Gasper,,,
author:r_gilchrist,author,R. Gilchrist,,,
author:samuel_greenbank,author,Samuel Greenbank,,,
author:david_a_howey,author,David A. Howey,,,
author:ouyang_liu,author,Ouyang Liu,,,
author:edwin_khoo,author,Edwin Khoo,,,
author:yuliya_preger,author,Yuliya Preger,,,
author:a_h_soni,author,A. H. Soni,,,
author:shashank_sripad,author,Shashank Sripad,,,
author:anna_g_stefanopoulou,author,Anna G. Stefanopoulou,,,
author:valentin_sulzer,author,Valentin Sulzer,,,
paper:doi:10.1016/j.jtcvs.2009.11.020,paper,"Right ventricular failure in patients with the HeartMate II continuous-flow left ventricular assist device: Incidence, risk factors, and effect on outcomes",exclude,adjacent_method,https://doi.org/10.1016/j.jtcvs.2009.11.020
author:robert_l_kormos,author,Robert L. Kormos,,,
author:jeffrey_j_teuteberg,author,Jeffrey J. Teuteberg,,,
author:francis_d_pagani,author,Francis D. Pagani,,,
author:stuart_d_russell,author,Stuart D. Russell,,,
author:ranjit_john,author,Ranjit John,,,
author:leslie_w_miller,author,Leslie W. Miller,,,
author:todd_massey,author,Todd Massey,,,
author:carmelo_a_milano,author,Carmelo A. Milano,,,
author:nader_moazami,author,Nader Moazami,,,
author:kartik_s_sundareswaran,author,Kartik S. Sundareswaran,,,
author:david_j_farrar,author,David J. Farrar,,,
paper:doi:10.1038/s41467-023-43120-6,paper,Robust mapping of spatiotemporal trajectories and cell–cell interactions in healthy and diseased tissues,exclude,mechanism,https://doi.org/10.1038/s41467-023-43120-6
author:duy_pham,author,Duy Pham,,,
author:xiao_tan,author,Xiao Tan,,,
author:brad_balderson,author,Brad Balderson,,,
author:jun_xu,author,Jun Xu,,,
author:laura_f_grice,author,Laura F. Grice,,,
author:sohye_yoon,author,Sohye Yoon,,,
author:emily_f_willis,author,Emily F. Willis,,,
author:minh_tran,author,Minh Tran,,,
author:pui_yeng_lam,author,Pui Yeng Lam,,,
author:arti_m_raghubar,author,Arti M. Raghubar,,,
author:priyakshi_kalita_de_croft,author,Priyakshi Kalita‐de Croft,,,
author:sunil_r_lakhani,author,Sunil R. Lakhani,,,
author:jana_vukovic,author,Jana Vukovic,,,
author:marc_j_ruitenberg,author,Marc J. Ruitenberg,,,
author:quan_nguyen,author,Quan Nguyen,,,
paper:doi:10.1186/s12889-018-6159-1,paper,Sources of nutrition information and level of nutrition knowledge among young adults in the Accra metropolis,exclude,correction,https://doi.org/10.1186/s12889-018-6159-1
author:esi_quaidoo,author,Esi Quaidoo,,,
author:agartha_ohemeng,author,Agartha Ohemeng,,,
author:margaret_amankwah_poku,author,Margaret Amankwah‐Poku,,,
paper:doi:10.1038/srep42717,paper,"SwissADME: a free web tool to evaluate pharmacokinetics, drug-likeness and medicinal chemistry friendliness of small molecules",exclude,objective,https://doi.org/10.1038/srep42717
author:antoine_daina,author,Antoine Daina,,,
author:olivier_michielin,author,Olivier Michielin,,,
author:vincent_zoete,author,Vincent Zoete,,,
paper:doi:10.3389/fnins.2012.00152,paper,The NKI-Rockland Sample: A Model for Accelerating the Pace of Discovery Science in Psychiatry,exclude,mechanism,https://doi.org/10.3389/fnins.2012.00152
author:kate_b_nooner,author,Kate B. Nooner,,,
author:stanley_j_colcombe,author,Stanley J. Colcombe,,,
author:russell_h_tobe,author,Russell H. Tobe,,,
author:maarten_mennes,author,Maarten Mennes,,,
author:melissa_m_benedict,author,Melissa M. Benedict,,,
author:alexis_l_moreno,author,Alexis L. Moreno,,,
author:laura_j_panek,author,Laura J. Panek,,,
author:shaquanna_brown,author,Shaquanna Brown,,,
author:stephen_t_zavitz,author,Stephen T. Zavitz,,,
author:qingyang_li,author,Qingyang Li,,,
author:sharad_sikka,author,Sharad Sikka,,,
author:david_a_gutman,author,David A. Gutman,,,
author:saroja_bangaru,author,Saroja Bangaru,,,
author:rochelle_tziona_schlachter,author,Rochelle Tziona Schlachter,,,
author:stephanie_m_kamiel,author,Stephanie M. Kamiel,,,
author:ayesha_anwar,author,Ayesha Anwar,,,
author:caitlin_m_hinz,author,Caitlin M. Hinz,,,
author:michelle_s_kaplan,author,Michelle S. Kaplan,,,
author:anna_b_rachlin,author,Anna B. Rachlin,,,
author:samantha_adelsberg,author,Samantha Adelsberg,,,
author:brian_cheung,author,Brian Cheung,,,
author:ranjit_khanuja,author,Ranjit Khanuja,,,
author:chao_gan_yan,author,Chao‐Gan Yan,,,
author:r_cameron_craddock,author,R. Cameron Craddock,,,
author:vince_d_calhoun,author,Vince D. Calhoun,,,
author:margaret_king,author,Margaret King,,,
author:dylan_wood,author,Dylan Wood,,,
author:christine_l_cox,author,Christine L. Cox,,,
author:clare_kelly,author,Clare Kelly,,,
author:adriana_di_martino,author,Adriana Di Martino,,,
author:eva_petkova,author,Eva Petkova,,,
author:philip_t_reiss,author,Philip T. Reiss,,,
author:nancy_duan,author,Nancy Duan,,,
author:dawn_thomsen,author,Dawn Thomsen,,,
author:bharat_b_biswal,author,Bharat B. Biswal,,,
author:barbara_coffey,author,Barbara Coffey,,,
author:matthew_j_hoptman,author,Matthew J. Hoptman,,,
author:daniel_c_javitt,author,Daniel C. Javitt,,,
author:nunzio_pomara,author,Nunzio Pomara,,,
author:john_j_sidtis,author,John J. Sidtis,,,
author:harold_s_koplewicz,author,Harold S. Koplewicz,,,
author:f_xavier_castellanos,author,F. Xavier Castellanos,,,
author:bennett_leventhal,author,Bennett Leventhal,,,
author:michael_p_milham,author,Michael P. Milham,,,
paper:doi:10.15760/etd.1533,paper,"The Small Volume Autonomous Water Sampler (SVAWS): An Innovative, Cost- Effective, Adaptable Protocol",exclude,evaluation,https://doi.org/10.15760/etd.1533
author:nicholas_fitzgerald,author,Nicholas Fitzgerald,,,
paper:doi:10.1371/journal.pbio.0050077,paper,The Sorcerer II Global Ocean Sampling Expedition: Northwest Atlantic through Eastern Tropical Pacific,exclude,adjacent_method,https://doi.org/10.1371/journal.pbio.0050077
author:douglas_b_rusch,author,Douglas B. Rusch,,,
author:aaron_l_halpern,author,Aaron L. Halpern,,,
author:granger_sutton,author,Granger Sutton,,,
author:karla_b_heidelberg,author,Karla B. Heidelberg,,,
author:shannon_j_williamson,author,Shannon J. Williamson,,,
author:shibu_yooseph,author,Shibu Yooseph,,,
author:dongying_wu,author,Dongying Wu,,,
author:jonathan_a_eisen,author,Jonathan A. Eisen,,,
author:jeff_hoffman,author,Jeff Hoffman,,,
author:karin_remington,author,Karin Remington,,,
author:karen_beeson,author,Karen Beeson,,,
author:bao_tran,author,Bao Tran,,,
author:hamilton_o_smith,author,Hamilton O. Smith,,,
author:holly_baden_tillson,author,Holly Baden-Tillson,,,
author:clare_stewart,author,Clare Stewart,,,
author:joyce_thorpe,author,Joyce Thorpe,,,
author:jason_freeman,author,Jason Freeman,,,
author:cynthia_andrews_pfannkoch,author,Cynthia Andrews‐Pfannkoch,,,
author:joseph_e_venter,author,Joseph E. Venter,,,
author:kelvin_li,author,Kelvin Li,,,
author:saul_kravitz,author,Saul Kravitz,,,
author:john_f_heidelberg,author,John F. Heidelberg,,,
author:terry_utterback,author,Terry Utterback,,,
author:yu_hui_rogers,author,Yu-Hui Rogers,,,
author:luisa_i_falc_n,author,Luisa I. Falcón,,,
author:valeria_souza,author,Valeria Souza,,,
author:germ_n_bonilla_rosso,author,Germán Bonilla‐Rosso,,,
author:luis_e_eguiarte,author,Luis E. Eguiarte,,,
author:david_m_karl,author,David M. Karl,,,
author:shubha_sathyendranath,author,Shubha Sathyendranath,,,
author:trevor_platt,author,Trevor Platt,,,
author:eldredge_bermingham,author,Eldredge Bermingham,,,
author:v_ctor_a_gallardo,author,Víctor A. Gallardo,,,
author:giselle_tamayo_castillo,author,Giselle Tamayo‐Castillo,,,
author:michael_r_ferrari,author,Michael R. Ferrari,,,
author:robert_l_strausberg,author,Robert L. Strausberg,,,
